"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20"
"Lipid Metabolic Process",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Locomotion",0.586206896551724,-0.387096774193548,-0.492165898617511,-0.518817204301075,0.681003584229391,-0.470967741935484,-0.431451612903226,-0.757215619694397,-0.799999999999999,0.352534562211982,0.574193548387097,-0.467741935483871,-0.494134897360704,0.568238213399504,0.767741935483871,0.435483870967742,0.566666666666667,0.832606800348736,-0.533333333333333,-0.419354838709677
"Lymphocyte Activation",0.404761904761905,0.383333333333333,0.428571428571429,-0.412121212121212,0.6,-0.3,0.621212121212121,-0.502380952380952,-0.466666666666667,-0.28235294117647,0.454166666666667,0.414184397163121,-0.711111111111111,-0.333333333333333,0.399099099099099,-0.273333333333333,-0.66,0.435897435897436,-0.432432432432432,0.423809523809524
"Lymphocyte Activation Involved In Immune Response",0.515151515151515,-0.772916666666667,-0.78125,-0.798076923076923,-0.5,-0.396739130434783,-0.5,-0.90625,-0.53125,0.598214285714286,0.78125,0.71875,-0.4375,-0.59375,0.502083333333333,0.442307692307692,-0.5,0.71875,0.729779411764706,0.60875
"Macromolecule Catabolic Process",-0.615384615384615,0.604414261460102,0.403225806451613,-0.502546689303905,0.635673624288425,0.662239089184061,0.685483870967742,0.735732009925559,-0.483870967741935,-0.64516129032258,0.520967741935484,-0.390243902439024,-0.71774193548387,-0.354838709677419,-0.876832844574779,0.43424317617866,-0.362519201228879,-0.359237536656891,0.421744324970131,0.560334528076464
"Membrane Protein Complex",-0.355555555555556,0.564532019704433,0.497072218607677,0.435897435897436,-0.565517241379311,-0.3064039408867,-0.380952380952381,0.317444219066937,0.340016038492382,0.306034482758621,0.512771392081737,0.668103448275862,0.346816976127321,-0.311276794035415,-0.406355645706559,0.573435504469987,-0.780272654370489,-0.505444646098004,0.296551724137931,-0.474289171203872
"Microtubule Binding",0.90625,-0.424107142857143,0.34375,0.90625,0.65625,-0.479166666666667,0.444711538461538,-0.71875,0.729779411764706,0.75,-0.760416666666667,0.6875,-0.28125,-0.875,-0.625,0.65625,0.46875,-0.772916666666667,-0.758223684210526,-0.78125
"Microtubule Cytoskeleton",-0.400201612903226,-0.592592592592592,0.560483870967742,0.838709677419355,0.709677419354839,0.679073614557486,0.663594470046083,-0.741935483870967,0.566820276497696,0.32258064516129,-0.451612903225806,0.3841642228739,-0.32258064516129,-0.806451612903225,-0.394686907020873,-0.677419354838709,0.729646697388633,-0.402150537634408,-0.408918406072106,0.274193548387097
"Microtubule Organizing Center",-0.400201612903226,-0.592592592592592,0.560483870967742,0.838709677419355,0.709677419354839,0.679073614557486,0.663594470046083,-0.741935483870967,0.566820276497696,0.32258064516129,-0.451612903225806,0.3841642228739,-0.32258064516129,-0.806451612903225,-0.394686907020873,-0.677419354838709,0.729646697388633,-0.402150537634408,-0.408918406072106,0.274193548387097
"Mitochondrion",0.486559139784946,0.5,-0.731566820276497,-0.402150537634408,0.548387096774194,0.604414261460102,-0.33276740237691,0.399193548387097,-0.581566820276497,-0.463709677419355,0.390029325513196,0.698457223001403,0.35741935483871,-0.388709677419355,-0.387096774193548,-0.5,0.663394109396914,0.560483870967742,-0.494959677419355,-0.47394540942928
"Modification Dependent Macromolecule Catabolic Process",-0.727272727272727,0.5625,-0.71875,-0.506578947368421,0.803571428571429,0.84375,0.53125,0.909926470588235,-0.599431818181818,-0.625,0.6875,-0.64,-0.65625,-0.59375,-0.96875,0.5,0.65,0.34375,0.514945652173913,0.76875
"Molecular Function Regulator",-0.313725490196078,-0.269230769230769,-0.244615384615385,-0.423076923076923,0.527472527472528,-0.320337197049526,-0.366633366633367,0.538988408851423,-0.366633366633367,0.257834757834758,0.448076923076923,-0.325605900948367,-0.391282051282051,-0.346153846153846,0.28041958041958,0.276080084299262,-0.405594405594406,0.543151969981238,0.382385730211817,-0.315384615384615
"Molecular Transducer Activity",0.279411764705882,-0.40625,-0.625,-0.71875,0.46875,0.730654761904762,0.741666666666667,0.385416666666667,-0.90625,-0.520833333333333,-0.638888888888889,-0.396739130434783,-0.8125,0.520474137931034,0.739130434782609,0.53125,0.459558823529412,0.625,0.493055555555556,0.336309523809524
"Mononuclear Cell Differentiation",0.447368421052632,-0.403225806451613,-0.381336405529954,-0.416422287390029,0.726755218216319,-0.370967741935484,0.516129032258065,-0.757215619694397,-0.466501240694789,0.566820276497696,0.559907834101383,-0.451612903225806,-0.534562211981567,-0.32258064516129,0.438330170777989,-0.297043010752688,-0.605990783410138,0.67741935483871,-0.484848484848485,0.539170506912442
"Mrna Metabolic Process",0.514945652173913,-0.84375,-0.65625,0.8125,0.71875,0.8125,-0.59375,-0.6875,0.336309523809524,-0.71875,-0.6875,0.78125,-0.3125,-0.473557692307692,-0.53125,-0.761904761904762,0.96875,0.729779411764706,-0.490808823529412,0.5625
"Mrna Processing",0.514945652173913,-0.84375,-0.65625,0.8125,0.71875,0.8125,-0.59375,-0.6875,0.336309523809524,-0.71875,-0.6875,0.78125,-0.3125,-0.473557692307692,-0.53125,-0.761904761904762,0.96875,0.729779411764706,-0.490808823529412,0.5625
"Muscle Cell Proliferation",0.894736842105263,-0.590460526315789,0.307565789473684,0.875,0.857638888888889,-0.375,-0.59375,-0.683035714285714,0.59375,0.8125,-0.59375,-0.604166666666667,-0.675,-0.5625,0.696022727272727,-0.670955882352941,-0.59375,0.875,-0.4375,-0.8125
"Ncrna Metabolic Process",0.514945652173913,-0.84375,-0.65625,0.8125,0.71875,0.8125,-0.59375,-0.6875,0.336309523809524,-0.71875,-0.6875,0.78125,-0.3125,-0.473557692307692,-0.53125,-0.761904761904762,0.96875,0.729779411764706,-0.490808823529412,0.5625
"Ncrna Processing",0.514945652173913,-0.84375,-0.65625,0.8125,0.71875,0.8125,-0.59375,-0.6875,0.336309523809524,-0.71875,-0.6875,0.78125,-0.3125,-0.473557692307692,-0.53125,-0.761904761904762,0.96875,0.729779411764706,-0.490808823529412,0.5625
"Negative Regulation Of Catalytic Activity",-0.888888888888889,0.5625,-0.375,-0.475,0.766826923076923,0.625,-0.59375,0.944444444444444,-0.310661764705882,0.810855263157895,0.395,-0.338815789473684,-0.6875,-0.65625,-0.8125,-0.28125,-0.90625,0.71875,0.542613636363636,0.540178571428571
"Negative Regulation Of Cell Activation",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Negative Regulation Of Cell Adhesion",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Negative Regulation Of Cell Cell Adhesion",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Negative Regulation Of Cell Death",0.708333333333333,-0.75,-0.8125,-0.870833333333333,-0.46875,-0.506578947368421,-0.8125,-0.90625,-0.842105263157895,0.336309523809524,0.78125,0.71875,0.59375,0.46875,0.96875,0.726973684210526,0.772727272727273,0.96875,0.598214285714286,-0.473557692307692
"Negative Regulation Of Cell Differentiation",-0.75,-0.496527777777778,-0.78125,-0.90625,0.53125,0.71875,-0.721590909090909,-0.5,-0.8125,-0.625,0.90625,0.75,-0.34375,-0.375,-0.9375,0.78125,0.944444444444444,0.71875,0.84375,0.76875
"Negative Regulation Of Cell Population Proliferation",-0.46875,0.59375,0.65625,0.75,0.875,0.625,-0.625,0.739130434782609,0.625,0.96875,-0.90625,-0.84375,-0.875,-0.65625,-0.46875,-0.8125,-0.851102941176471,0.875,-0.6875,-0.90625
"Negative Regulation Of Defense Response",-0.96875,-0.732142857142857,-0.34375,-0.75,-0.721590909090909,0.658653846153846,-0.5,-0.53125,-0.65625,-0.59375,0.84375,-0.497159090909091,0.772727272727273,0.619318181818182,-0.573863636363636,-0.446428571428571,0.690340909090909,0.5625,0.75,0.9375
"Negative Regulation Of Developmental Process",-0.75,-0.496527777777778,-0.78125,-0.90625,0.53125,0.71875,-0.721590909090909,-0.5,-0.8125,-0.625,0.90625,0.75,-0.34375,-0.375,-0.9375,0.78125,0.944444444444444,0.71875,0.84375,0.76875
"Negative Regulation Of G Protein Coupled Receptor Signaling Pathway",0.5625,0.6875,0.8125,0.84375,0.664402173913043,0.44375,0.40625,0.40625,0.625,0.84375,-0.8125,-0.761029411764706,-0.420454545454545,-0.4375,-0.6875,-0.772916666666667,-0.732142857142857,0.700892857142857,-0.6875,-0.727272727272727
"Negative Regulation Of Gene Expression",0.485714285714286,-0.522273425499232,-0.403823178016726,0.471198156682028,0.809847198641766,0.495852534562212,-0.516129032258064,-0.649560117302052,-0.419354838709677,0.592165898617512,-0.373147340889276,-0.402150537634408,-0.527419354838709,-0.638248847926267,0.412186379928315,-0.403225806451613,-0.516129032258064,0.741935483870968,0.539589442815249,-0.416207710464201
"Negative Regulation Of Immune System Process",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Negative Regulation Of Inflammatory Response",-0.96875,-0.732142857142857,-0.34375,-0.75,-0.721590909090909,0.658653846153846,-0.5,-0.53125,-0.65625,-0.59375,0.84375,-0.497159090909091,0.772727272727273,0.619318181818182,-0.573863636363636,-0.446428571428571,0.690340909090909,0.5625,0.75,0.9375
"Negative Regulation Of Kinase Activity",-0.888888888888889,0.5625,-0.375,-0.475,0.766826923076923,0.625,-0.59375,0.944444444444444,-0.310661764705882,0.810855263157895,0.395,-0.338815789473684,-0.6875,-0.65625,-0.8125,-0.28125,-0.90625,0.71875,0.542613636363636,0.540178571428571
"Negative Regulation Of Leukocyte Cell Cell Adhesion",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Negative Regulation Of Lymphocyte Activation",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Negative Regulation Of Molecular Function",-0.888888888888889,0.5625,-0.375,-0.475,0.766826923076923,0.625,-0.59375,0.944444444444444,-0.310661764705882,0.810855263157895,0.395,-0.338815789473684,-0.6875,-0.65625,-0.8125,-0.28125,-0.90625,0.71875,0.542613636363636,0.540178571428571
"Negative Regulation Of Nucleobase Containing Compound Metabolic Process",0.875,-0.42625,-0.599431818181818,0.46875,-0.8125,-0.541666666666667,-0.78125,-0.851102941176471,-0.4375,-0.34375,-0.338815789473684,0.34375,0.770833333333333,-0.870833333333333,0.90625,-0.65625,0.34375,0.53125,0.5625,0.465909090909091
"Negative Regulation Of Phosphorus Metabolic Process",-0.888888888888889,0.5625,-0.375,-0.475,0.766826923076923,0.625,-0.59375,0.944444444444444,-0.310661764705882,0.810855263157895,0.395,-0.338815789473684,-0.6875,-0.65625,-0.8125,-0.28125,-0.90625,0.71875,0.542613636363636,0.540178571428571
"Negative Regulation Of Phosphorylation",-0.888888888888889,0.5625,-0.375,-0.475,0.766826923076923,0.625,-0.59375,0.944444444444444,-0.310661764705882,0.810855263157895,0.395,-0.338815789473684,-0.6875,-0.65625,-0.8125,-0.28125,-0.90625,0.71875,0.542613636363636,0.540178571428571
"Negative Regulation Of Protein Metabolic Process",-0.533333333333333,0.580645161290323,-0.387096774193548,-0.370967741935484,-0.45400238948626,0.645161290322581,-0.683111954459203,0.85,-0.361851332398317,0.501075268817204,-0.467281105990783,-0.30241935483871,0.419354838709677,-0.677419354838709,-0.418242491657397,-0.485023041474654,-0.592741935483871,0.388794567062818,0.539589442815249,0.610542879622345
"Negative Regulation Of Protein Modification Process",-0.533333333333333,0.580645161290323,-0.387096774193548,-0.370967741935484,-0.45400238948626,0.645161290322581,-0.683111954459203,0.85,-0.361851332398317,0.501075268817204,-0.467281105990783,-0.30241935483871,0.419354838709677,-0.677419354838709,-0.418242491657397,-0.485023041474654,-0.592741935483871,0.388794567062818,0.539589442815249,0.610542879622345
"Negative Regulation Of Response To External Stimulus",-0.96875,-0.732142857142857,-0.34375,-0.75,-0.721590909090909,0.658653846153846,-0.5,-0.53125,-0.65625,-0.59375,0.84375,-0.497159090909091,0.772727272727273,0.619318181818182,-0.573863636363636,-0.446428571428571,0.690340909090909,0.5625,0.75,0.9375
"Negative Regulation Of Response To Stimulus",-0.312941176470588,0.385454545454545,0.385454545454545,0.239452054794521,0.354782608695652,0.233846153846154,0.24,-0.335,-0.44,-0.332753623188406,0.321739130434783,-0.426666666666667,-0.336666666666667,0.1625,0.300289855072464,-0.477402597402597,0.22972972972973,0.403809523809524,-0.311891891891892,0.408636363636364
"Negative Regulation Of Signaling",0.288135593220339,0.377314814814815,0.451851851851852,0.342293906810036,0.592592592592593,0.230019493177388,0.300925925925926,-0.357699805068226,-0.407407407407407,0.239417989417989,0.298904538341158,-0.365740740740741,-0.550925925925926,-0.37037037037037,0.296296296296296,-0.288215488215488,-0.346560846560847,0.535947712418301,-0.365319865319865,-0.363691560412872
"Negative Regulation Of Transferase Activity",-0.888888888888889,0.5625,-0.375,-0.475,0.766826923076923,0.625,-0.59375,0.944444444444444,-0.310661764705882,0.810855263157895,0.395,-0.338815789473684,-0.6875,-0.65625,-0.8125,-0.28125,-0.90625,0.71875,0.542613636363636,0.540178571428571
"Nervous System Process",0.626588465298143,-0.709677419354838,-0.935483870967741,-0.695852534562212,-0.729528535980148,-0.482676224611708,-0.741935483870967,-0.866188769414575,-0.774193548387096,-0.394686907020873,0.774193548387097,0.645161290322581,0.583126550868486,0.67741935483871,0.806451612903226,0.778225806451613,0.749755620723363,0.50089605734767,0.65704584040747,0.645161290322581
"Neurogenesis",-0.59375,-0.4375,-0.71875,-0.573863636363636,0.700892857142857,0.625,-0.75,0.944444444444444,-0.666666666666667,0.584134615384615,0.493055555555556,-0.368055555555556,-0.490808823529412,-0.375,0.53125,0.5625,0.53125,0.96875,0.391447368421053,-0.625
"Neuron Projection",0.290322580645161,0.607142857142857,-0.682027649769585,-0.495483870967742,0.548387096774194,0.629677419354839,0.376344086021505,0.689303904923599,-0.64,0.52073732718894,-0.35752688172043,-0.442396313364055,0.331265508684864,-0.698553948832035,0.708333333333333,-0.451612903225806,0.459459459459459,0.535483870967742,-0.505376344086021,-0.695852534562212
"Neuropeptide Receptor Binding",0.819852941176471,-0.34375,-0.420454545454545,0.726973684210526,0.484879032258065,-0.42625,-0.842105263157895,-0.541666666666667,-0.40625,0.625,-0.485991379310345,-0.715277777777778,0.540178571428571,0.3125,0.651785714285714,-0.40625,0.4375,0.365489130434783,-0.5,-0.761904761904762
"Nitrogen Compound Transport",0.458885941644562,0.386569872958258,-0.448275862068966,0.462589459986988,-0.542934415145369,-0.79064039408867,-0.545454545454546,-0.661933739012847,0.476551724137931,-0.338830584707646,0.607918263090677,0.639257294429708,-0.367816091954023,0.459165154264973,-0.643887147335423,0.344827586206897,-0.820402298850574,-0.713054187192118,-0.516129032258065,-0.558139534883721
"Nuclear Body",-0.34375,-0.3125,-0.71875,-0.604166666666667,0.741666666666667,0.71875,-0.526785714285714,0.909926470588235,-0.888888888888889,-0.6875,0.770833333333333,-0.666666666666667,0.65625,0.4375,-1,0.770833333333333,0.78125,0.6875,0.3625,-0.40625
"Nuclear Outer Membrane Endoplasmic Reticulum Membrane Network",0.5625,-0.870833333333333,0.71875,0.875,-0.65625,-0.842105263157895,-0.71875,0.819852941176471,1,-0.40625,0.614583333333333,-0.367559523809524,-0.375,-0.6875,-0.396739130434783,0.59375,-0.8125,0.545833333333333,0.510416666666667,-0.71875
"Nuclear Speck",-0.34375,-0.3125,-0.71875,-0.604166666666667,0.741666666666667,0.71875,-0.526785714285714,0.909926470588235,-0.888888888888889,-0.6875,0.770833333333333,-0.666666666666667,0.65625,0.4375,-1,0.770833333333333,0.78125,0.6875,0.3625,-0.40625
"Nucleolus",-0.473557692307692,-0.64,-0.40625,0.520474137931034,0.78125,0.684027777777778,0.59375,0.389204545454545,-0.4975,-0.4375,-0.375,-0.46875,0.625,-0.599431818181818,-0.65625,-0.6875,0.664402173913043,0.90625,-0.6375,0.53125
"Organelle Subcompartment",0.430395913154534,-0.626436781609195,-0.465517241379311,0.596551724137931,-0.484225972120323,-0.798239178283199,-0.682183908045977,-0.616300940438872,0.672969966629588,-0.352664576802508,0.346855983772819,0.459770114942529,-0.338830584707646,-0.630831643002028,-0.416871921182266,-0.367816091954023,-0.784107946026986,0.271364317841079,-0.477611940298508,-0.528485757121439
"Organonitrogen Compound Biosynthetic Process",0.643092105263158,-0.625,-0.721590909090909,-0.367559523809524,0.71875,0.59375,0.658653846153846,0.597222222222222,-0.84375,-1,-0.65625,0.90625,-0.78125,0.625,0.46875,-0.571428571428571,0.71875,-0.477272727272727,-0.760416666666667,0.607638888888889
"Organonitrogen Compound Catabolic Process",-0.615384615384615,0.604414261460102,0.403225806451613,-0.502546689303905,0.635673624288425,0.662239089184061,0.685483870967742,0.735732009925559,-0.483870967741935,-0.64516129032258,0.520967741935484,-0.390243902439024,-0.71774193548387,-0.354838709677419,-0.876832844574779,0.43424317617866,-0.362519201228879,-0.359237536656891,0.421744324970131,0.560334528076464
"Organophosphate Biosynthetic Process",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Organophosphate Metabolic Process",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Peptidyl Amino Acid Modification",-0.75,-0.496527777777778,-0.78125,-0.90625,0.53125,0.71875,-0.721590909090909,-0.5,-0.8125,-0.625,0.90625,0.75,-0.34375,-0.375,-0.9375,0.78125,0.944444444444444,0.71875,0.84375,0.76875
"Phosphatidylinositol 3 Kinase Complex",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Phosphatidylinositol 3 Kinase Regulator Activity",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Phosphatidylinositol Biosynthetic Process",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Phosphatidylinositol Metabolic Process",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Phosphatidylinositol Phosphate Biosynthetic Process",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Phospholipid Biosynthetic Process",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Phospholipid Metabolic Process",-0.8,0.614583333333333,0.542613636363636,-0.875,0.53125,0.459558823529412,0.875,0.65,-0.599431818181818,-0.71875,0.639705882352941,0.78125,-0.71875,-0.34375,-0.761029411764706,0.65,-0.760416666666667,-0.400735294117647,0.684027777777778,0.664402173913043
"Phosphorylation",-0.432432432432433,0.468779123951538,0.387460815047022,-0.474329501915709,0.310344827586207,0.275862068965517,0.325771324863884,0.597330367074527,-0.402859545836838,0.38058748403576,0.424853610930384,0.476011994002998,-0.415260454878944,-0.379310344827586,-0.514367816091954,0.425287356321839,-0.57512315270936,0.58551724137931,0.327586206896552,0.321072796934866
"Plasma Membrane Protein Complex",0.71875,-0.5,0.540178571428571,0.80952380952381,-0.71875,-0.71875,-0.842105263157895,-0.732142857142857,0.664402173913043,-0.375,0.8125,0.625,0.730654761904762,0.34375,0.493055555555556,0.6875,-0.670955882352941,-0.65625,-0.544642857142857,-0.71875
"Positive Regulation Of Cell Differentiation",-0.75,-0.496527777777778,-0.78125,-0.90625,0.53125,0.71875,-0.721590909090909,-0.5,-0.8125,-0.625,0.90625,0.75,-0.34375,-0.375,-0.9375,0.78125,0.944444444444444,0.71875,0.84375,0.76875
"Positive Regulation Of Cell Population Proliferation",0.894736842105263,-0.590460526315789,0.307565789473684,0.875,0.857638888888889,-0.375,-0.59375,-0.683035714285714,0.59375,0.8125,-0.59375,-0.604166666666667,-0.675,-0.5625,0.696022727272727,-0.670955882352941,-0.59375,0.875,-0.4375,-0.8125
"Positive Regulation Of Cellular Biosynthetic Process",0.343782654127482,0.339655172413793,0.293103448275862,-0.382647385984427,0.820062695924765,0.480603448275862,0.448275862068965,0.379310344827586,-0.743021346469622,-0.709106984969054,-0.502155172413793,-0.492789968652038,-0.742479823917828,0.422660098522167,-0.379310344827586,-0.56604774535809,0.432237369687249,0.620689655172414,-0.568682871678915,-0.421052631578948
"Positive Regulation Of Cellular Component Organization",-0.496527777777778,-0.34375,-0.56875,0.454741379310345,0.857638888888889,0.71875,-0.625,0.53125,-0.8,-0.8125,-0.46875,-0.573863636363636,-0.541666666666667,-0.375,-0.6875,0.473214285714286,0.894736842105263,0.875,0.5,-0.8
"Positive Regulation Of Developmental Process",-0.75,-0.496527777777778,-0.78125,-0.90625,0.53125,0.71875,-0.721590909090909,-0.5,-0.8125,-0.625,0.90625,0.75,-0.34375,-0.375,-0.9375,0.78125,0.944444444444444,0.71875,0.84375,0.76875
"Positive Regulation Of Gene Expression",0.9375,-0.84375,-0.8125,0.690340909090909,0.465277777777778,-0.420454545454545,-0.5625,-0.71875,-0.581730769230769,-0.545673076923077,0.392857142857143,0.71875,-0.477272727272727,0.46875,0.730654761904762,-0.8,0.6875,0.85,-0.629464285714286,-0.310661764705882
"Positive Regulation Of Immune Response",0.515151515151515,-0.772916666666667,-0.78125,-0.798076923076923,-0.5,-0.396739130434783,-0.5,-0.90625,-0.53125,0.598214285714286,0.78125,0.71875,-0.4375,-0.59375,0.502083333333333,0.442307692307692,-0.5,0.71875,0.729779411764706,0.60875
"Positive Regulation Of Immune System Process",0.515151515151515,-0.772916666666667,-0.78125,-0.798076923076923,-0.5,-0.396739130434783,-0.5,-0.90625,-0.53125,0.598214285714286,0.78125,0.71875,-0.4375,-0.59375,0.502083333333333,0.442307692307692,-0.5,0.71875,0.729779411764706,0.60875
"Positive Regulation Of Locomotion",0.772727272727273,-0.447916666666667,0.3625,0.65,0.78125,-0.798076923076923,0.65625,-0.802083333333333,0.46875,0.71875,0.35,-0.650568181818182,-0.71875,0.5625,0.76875,-0.65625,-0.6875,0.772727272727273,-0.842105263157895,-0.625
"Positive Regulation Of Molecular Function",-0.59375,-0.75,-0.650568181818182,-0.475961538461538,-0.46875,-0.695652173913043,-0.84375,0.875,0.515151515151515,-0.526785714285714,0.819852941176471,-0.422697368421053,-0.34375,-0.479166666666667,0.8125,0.6875,0.653846153846154,0.84375,0.84375,-0.40625
"Positive Regulation Of Multicellular Organismal Process",0.52692075015124,-0.447230929989551,-0.642401021711366,-0.461769115442279,0.409961685823755,-0.351097178683386,-0.694252873563218,-0.667980295566503,-0.579133510167993,-0.206896551724138,0.600313479623824,0.32183908045977,0.346469622331691,-0.310344827586207,0.573360378634212,0.478288633461047,0.586206896551724,0.60622914349277,0.56288032454361,-0.32
"Positive Regulation Of Nucleobase Containing Compound Metabolic Process",-0.4,0.566666666666667,0.45625,-0.471794871794872,0.945833333333333,0.378787878787879,0.449275362318841,0.44,-0.777083333333333,-0.516666666666667,-0.522222222222222,-0.673983739837398,-0.764102564102564,0.482795698924731,-0.366666666666667,-0.453061224489796,-0.269047619047619,0.666666666666667,-0.566666666666667,-0.533333333333333
"Positive Regulation Of Protein Metabolic Process",-0.432432432432432,-0.63667232597623,-0.806451612903225,-0.625448028673835,0.548387096774194,0.741935483870968,-0.575682382133995,-0.516129032258064,-0.838709677419354,-0.731566820276497,0.751710654936461,0.774193548387097,-0.361629881154499,-0.387096774193548,-0.672325976230899,-0.4,0.937438905180841,0.612903225806452,0.533154121863799,0.645161290322581
"Positive Regulation Of Rna Metabolic Process",-0.4,0.566666666666667,0.45625,-0.471794871794872,0.945833333333333,0.378787878787879,0.449275362318841,0.44,-0.777083333333333,-0.516666666666667,-0.522222222222222,-0.673983739837398,-0.764102564102564,0.482795698924731,-0.366666666666667,-0.453061224489796,-0.269047619047619,0.666666666666667,-0.566666666666667,-0.533333333333333
"Positive Regulation Of Signaling",0.68,-0.774193548387096,-0.580645161290322,-0.45400238948626,-0.483870967741935,-0.703225806451612,-0.838709677419354,-0.451612903225806,0.472222222222222,0.246451612903226,0.69727047146402,-0.290322580645161,-0.354838709677419,-0.431451612903226,0.838709677419355,0.560483870967742,0.548387096774194,0.870967741935484,0.72332506203474,-0.455197132616487
"Positive Regulation Of Transport",0.53125,0.696022727272727,0.78125,0.6875,0.635416666666667,0.365489130434783,0.446022727272727,0.6875,0.625,0.65625,-0.524305555555556,-0.715277777777778,-0.732142857142857,0.510416666666667,-0.71875,-0.471467391304348,-0.645833333333333,-0.571428571428571,-0.6875,-0.888888888888889
"Post Golgi Vesicle Mediated Transport",0.555178268251273,-0.536098310291858,-0.816226783968719,-0.387096774193548,-0.638186573670444,-0.838709677419354,-0.681818181818181,-0.874363327674023,-0.480533926585094,-0.421146953405018,-0.580645161290322,0.838709677419355,-0.432258064516129,-0.532258064516129,-0.442815249266862,-0.532258064516129,-0.548387096774193,-0.483870967741935,-0.653061224489796,-0.42803970223325
"Presynapse",-0.451612903225806,0.825,-0.523297491039426,-0.495483870967741,-0.541935483870967,-0.388709677419355,0.309677419354839,0.76099706744868,-0.533333333333333,0.419354838709677,0.545967741935484,0.387096774193549,0.572156196943973,0.267281105990783,-0.741935483870967,0.767990074441687,-0.424075531077891,-0.432432432432432,-0.349078341013825,-0.635483870967741
