"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Regulation Of T Cell Activation",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Transferase Complex Transferring Phosphorus Containing Groups",0.103192387394806,-0.0483804362082731,0.670514460612446,0.504346725024699,0.652256101113673,-6.42339780565323
"Golgi Apparatus",-0.0670059982151208,-0.257798469600384,-0.648910312104308,0.518144896500019,0.66179363001149,-6.43750616813922
"Gtpase Activity",0.0979147350103828,-0.0333282861244313,0.641685002215125,0.522803516510692,0.66179363001149,-6.44212252196331
"Guanyl Nucleotide Binding",0.0979147350103828,-0.0333282861244313,0.641685002215125,0.522803516510692,0.66179363001149,-6.44212252196331
"Locomotion",0.0892723615076993,-0.0114235036568455,0.64122361152657,0.52310174657958,0.66179363001149,-6.44241557261336
"Kinase Regulator Activity",-0.0825764175171738,0.0295414080070931,-0.62892429744405,0.531084316860815,0.66179363001149,-6.45015048180633
"Regulation Of Transferase Activity",-0.0825764175171738,0.0295414080070931,-0.62892429744405,0.531084316860815,0.66179363001149,-6.45015048180633
"Protein Polyubiquitination",-0.0971302006472421,-0.03211121808613,-0.628435177794268,0.53140306350365,0.66179363001149,-6.45045501633989
"Ubiquitin Like Protein Ligase Binding",-0.0971302006472421,-0.03211121808613,-0.628435177794268,0.53140306350365,0.66179363001149,-6.45045501633989
"Molecular Function Regulator",0.0572331203351731,0.0563744581735874,0.615487675328091,0.539876355934995,0.669247648601445,-6.4584310069245
"Neuropeptide Receptor Binding",0.0714170895308716,0.00214939642600914,0.507820287532802,0.612893945319103,0.752824069821182,-6.51837456830249
"Regulation Of Body Fluid Levels",0.0714170895308716,0.00214939642600914,0.507820287532802,0.612893945319103,0.752824069821182,-6.51837456830249
"Presynapse",-0.0594356330691943,0.0727970977342527,-0.473795368902521,0.636859929468158,0.775182448085677,-6.53494360815464
"Secretory Vesicle",-0.0594356330691943,0.0727970977342527,-0.473795368902521,0.636859929468158,0.775182448085677,-6.53494360815464
"Mrna Metabolic Process",0.0714800899504347,0.0314589463430224,0.450200361769311,0.653711524675306,0.778090266095828,-6.54576272336667
"Mrna Processing",0.0714800899504347,0.0314589463430224,0.450200361769311,0.653711524675306,0.778090266095828,-6.54576272336667
"Ncrna Metabolic Process",0.0714800899504347,0.0314589463430224,0.450200361769311,0.653711524675306,0.778090266095828,-6.54576272336667
"Ncrna Processing",0.0714800899504347,0.0314589463430224,0.450200361769311,0.653711524675306,0.778090266095828,-6.54576272336667
"Rna Processing",0.0714800899504347,0.0314589463430224,0.450200361769311,0.653711524675306,0.778090266095828,-6.54576272336667
"Cellular Macromolecule Localization",0.0673796143677058,0.00406112809913162,0.439130608037693,0.661680623231873,0.784106112992836,-6.55064907803226
"Exocytic Vesicle",0.0574853289873291,0.0351347676056892,0.409200004524805,0.683421628850664,0.802796585855147,-6.56325444468556
"Transport Vesicle",0.0574853289873291,0.0351347676056892,0.409200004524805,0.683421628850664,0.802796585855147,-6.56325444468556
"Response To Transforming Growth Factor Beta",0.0559889674208156,0.00729465023561704,0.372913646236016,0.710140549422765,0.830555686064016,-6.57734822238757
"Organonitrogen Compound Biosynthetic Process",0.0544738218223514,0.016681960088574,0.354653409738584,0.723727197327939,0.835097174697159,-6.58394757834374
"Dna Binding Transcription Factor Activity",-0.0439304168387332,-0.153612353810247,-0.351020021825001,0.726441408472622,0.835097174697159,-6.58522131233854
"Sequence Specific Dna Binding",-0.0439304168387332,-0.153612353810247,-0.351020021825001,0.726441408472622,0.835097174697159,-6.58522131233854
"Transcription Regulator Activity",-0.0439304168387332,-0.153612353810247,-0.351020021825001,0.726441408472622,0.835097174697159,-6.58522131233854
"Positive Regulation Of Gene Expression",0.0513503539134176,0.0124508044084589,0.338090143941401,0.736128444001751,0.842632133772217,-6.5896479709082
"Transmembrane Receptor Protein Serine Threonine Kinase Signaling Pathway",0.0478541016956123,-0.00873561760974855,0.332092674177103,0.740636380854646,0.844199942584321,-6.59164501574948
"Positive Regulation Of Cellular Biosynthetic Process",0.0369607550978774,0.0278331347860854,0.320755866091775,0.749182266258929,0.850337677736927,-6.59532257177369
"Cell Projection Organization",0.0437048110836192,0.0464313158316426,0.293876027434979,0.769568662758831,0.869806597824057,-6.60353288707591
"Immune Response",0.0309215872921222,0.0206600996133463,0.27363381782469,0.785029508146655,0.883568776951675,-6.60924270194907
"Immune System Development",0.0309088043620298,-0.0243555652908471,0.234215786975479,0.81538039414699,0.904024311442989,-6.61919452078462
"Leukocyte Differentiation",0.0309088043620298,-0.0243555652908471,0.234215786975479,0.81538039414699,0.904024311442989,-6.61919452078462
"Mononuclear Cell Differentiation",0.0309088043620298,-0.0243555652908471,0.234215786975479,0.81538039414699,0.904024311442989,-6.61919452078462
"Protein Modification By Small Protein Conjugation",0.028170838618345,-0.00324964779186288,0.223905477650588,0.823367867299376,0.904024311442989,-6.6215430108983
"Protein Modification By Small Protein Conjugation Or Removal",0.028170838618345,-0.00324964779186288,0.223905477650588,0.823367867299376,0.904024311442989,-6.6215430108983
"Proteolysis",0.028170838618345,-0.00324964779186288,0.223905477650588,0.823367867299376,0.904024311442989,-6.6215430108983
"Mitochondrion",0.0271074237312662,0.0627018697581962,0.211202789159578,0.833234313884002,0.911138335100799,-6.62429126043339
"Adenylate Cyclase Activating G Protein Coupled Receptor Signaling Pathway",-0.0276720403429815,-0.0617025341600171,-0.194196571654467,0.8464850922526,0.914387680911704,-6.62771961864698
"Adenylate Cyclase Modulating G Protein Coupled Receptor Signaling Pathway",-0.0276720403429815,-0.0617025341600171,-0.194196571654467,0.8464850922526,0.914387680911704,-6.62771961864698
"Intrinsic Component Of Plasma Membrane",-0.0250320602475245,0.0501610340659078,-0.190441193853466,0.849417285621394,0.914387680911704,-6.62843794631654
"Positive Regulation Of Nucleobase Containing Compound Metabolic Process",-0.0229227600199588,0.0371633614549289,-0.185598105715039,0.853201888136943,0.914387680911704,-6.6293436395398
"Positive Regulation Of Rna Metabolic Process",-0.0229227600199588,0.0371633614549289,-0.185598105715039,0.853201888136943,0.914387680911704,-6.6293436395398
"Membrane Protein Complex",-0.0169293212259166,-0.00996305893408015,-0.153777444238296,0.878149539737766,0.924083942020068,-6.63471455120231
"Negative Regulation Of Protein Metabolic Process",0.0199112622529908,0.0682095522898327,0.14987978740048,0.88121434520601,0.924083942020068,-6.63530322753429
"Negative Regulation Of Protein Modification Process",0.0199112622529908,0.0682095522898327,0.14987978740048,0.88121434520601,0.924083942020068,-6.63530322753429
"Negative Regulation Of Catalytic Activity",0.0197053345700066,0.0665998961944202,0.130344251566987,0.896601891699768,0.924083942020068,-6.63802616294572
"Negative Regulation Of Kinase Activity",0.0197053345700066,0.0665998961944202,0.130344251566987,0.896601891699768,0.924083942020068,-6.63802616294572
"Negative Regulation Of Molecular Function",0.0197053345700066,0.0665998961944202,0.130344251566987,0.896601891699768,0.924083942020068,-6.63802616294572
"Negative Regulation Of Phosphorus Metabolic Process",0.0197053345700066,0.0665998961944202,0.130344251566987,0.896601891699768,0.924083942020068,-6.63802616294572
"Negative Regulation Of Phosphorylation",0.0197053345700066,0.0665998961944202,0.130344251566987,0.896601891699768,0.924083942020068,-6.63802616294572
"Negative Regulation Of Transferase Activity",0.0197053345700066,0.0665998961944202,0.130344251566987,0.896601891699768,0.924083942020068,-6.63802616294572
"Regulation Of Protein Kinase Activity",0.0197053345700066,0.0665998961944202,0.130344251566987,0.896601891699768,0.924083942020068,-6.63802616294572
"Cellular Protein Catabolic Process",0.0117470006672616,-0.0385648016084227,0.0854808046853681,0.932080076900351,0.939061950135559,-6.64284276157399
"Macromolecule Catabolic Process",0.0117470006672616,-0.0385648016084227,0.0854808046853681,0.932080076900351,0.939061950135559,-6.64284276157399
"Organonitrogen Compound Catabolic Process",0.0117470006672616,-0.0385648016084227,0.0854808046853681,0.932080076900351,0.939061950135559,-6.64284276157399
"Proteasomal Protein Catabolic Process",0.0117470006672616,-0.0385648016084227,0.0854808046853681,0.932080076900351,0.939061950135559,-6.64284276157399
"Protein Catabolic Process",0.0117470006672616,-0.0385648016084227,0.0854808046853681,0.932080076900351,0.939061950135559,-6.64284276157399
"Transferase Complex",0.0117470006672616,-0.0385648016084227,0.0854808046853681,0.932080076900351,0.939061950135559,-6.64284276157399
"Nucleolus",-0.0086905628462316,-0.0320025889248486,-0.0635575656802793,0.949471671768231,0.953014476513635,-6.64446824437072
"Cell Activation",0.00513234190209113,0.0233559194742919,0.049082483217019,0.960968651858717,0.960968651858717,-6.64527940367601
